image,curve_length,chord_length,sd_theta,num_inflection_pts,num_critical_points,curvature,VTI,distance_tort
hImage_01R_1stHO_12.png,253.3086578651018,231.97629189208106,0.10706973429107443,124,1,0.19153150819858247,0.11964871800091387,1.0919592506588771

hImage_01R_1stHO_13.png,219.46527724551,107.68936809174804,0.14060275247026607,30,1,0.09668241701080074,0.4638365764489254,2.0379474885443876

hImage_01R_1stHO_14.png,482.5100294067513,116.3486140871476,0.2789520120338371,16,1,0.04681643680202572,4.7739956663252565,4.147105947006304

hImage_01R_1stHO_15.png,8941.67497762066,103.1746092796091,0.12495671350197324,112,1,0.07999653197164022,300.1437490412822,86.66546003957436

hImage_01R_1stHO_16.png,142.32590180780454,132.2800060477773,0.07203271417458418,48,1,0.12890984672316905,0.07933692302526575,1.0759441737279543

hImage_01R_1stHO_17.png,143.91168824543138,125.92458060283545,0.19867323354597488,52,8,0.1321829483001245,1.8422004832986714,1.1428403220124834

hImage_01R_1stHO_18.png,222.7286175053386,69.26037828369117,0.19164495743073914,36,1,0.1025722571758697,0.8880247753101009,3.215815781326519

hImage_01R_1stHO_19.png,1273.0702119627408,14.142135623730951,0.2673323754857373,18,1,0.02681946074678091,261.5849118088269,90.01965798054493

hImage_01R_1stHO_2.png,123.49747468305826,100.44899203078147,0.22467105245567634,37,10,0.12532901764752546,2.7955902935008194,1.2294545936828698

hImage_01R_1stHO_20.png,244.78107025927528,95.60334722173695,0.16561244611277878,49,1,0.10790241716306037,0.5571124337392552,2.560381800142876

hImage_01R_1stHO_21.png,3034.427339746026,71.02816342831905,0.2733549188143274,62,5,0.08292173463021096,1033.2005909811396,42.72146699679686

hImage_01R_1stHO_22.png,4306.7393898704195,102.85912696499032,0.3614565000696443,146,6,0.025048647057733443,91.28215142446328,41.87026972663577

hImage_01R_1stHO_23.png,1626.4643725872616,73.54590403278758,0.21156530137171303,30,1,0.03153991138410381,39.16163942314604,22.11495519671858

hImage_01R_1stHO_24.png,398.20390433934205,153.52524222420234,0.24690430045263276,62,27,0.1482529684167124,20.62550430113445,2.593735717790436

hImage_01R_1stHO_25.png,249.29166846086972,161.7188919081503,0.16947014253581824,98,6,0.1782325822694823,1.63245440292082,1.5415123460186528

hImage_01R_1stHO_26.png,269.9755561671539,160.58953888718904,0.2880857134507354,81,12,0.14020929719635264,6.7569671742175,1.6811528200277503

hImage_01R_1stHO_27.png,1475.1927157661378,99.72462083156798,0.2355594233130591,24,1,0.034274106943698125,61.244964361954224,14.792663070213083

hImage_01R_1stHO_28.png,119.92857957356256,100.64790112068906,0.24953550135474756,32,12,0.10085228734692307,3.8674498748713506,1.191565628673703

hImage_01R_1stHO_29.png,116.94112549695423,109.65856099730654,0.1877039462054136,44,9,0.1404630877030757,1.8048642508233803,1.0664112718005352

hImage_01R_1stHO_3.png,100.76955262170041,91.41115905621152,0.20396078054371142,21,2,0.08364655784565192,0.4595731125433652,1.1023769270853916

hImage_01R_1stHO_30.png,231.2997450729609,99.92997548283498,0.16262329945852452,54,1,0.14055461995076568,0.5218263453279023,2.314618250984074

hImage_01R_1stHO_31.png,144.33152240700477,127.12198865656563,0.22607050872445617,26,13,0.07039691123370394,3.3869853433423365,1.1353781036019868

hImage_01R_1stHO_32.png,1022.8173567806873,113.89907813498755,0.30795899818718286,78,4,0.24337663130621562,28.08095044756406,8.9800319153461

hImage_01R_1stHO_33.png,259.6574276103063,126.21014222319853,0.18354432952780445,56,2,0.11835004073667106,0.9248236494833799,2.0573420094172032

hImage_01R_1stHO_34.png,3602.1497776682677,99.82484660644363,0.18887328818851506,120,1,0.11409585343522047,6.81728334222968,36.0847013556618

hImage_01R_1stHO_5.png,177.11269837220817,168.7601848778319,0.15180672123540812,42,13,0.08510365629478683,2.115161499370549,1.0494933890978064

hImage_01R_1stHO_6.png,169.37043046188143,138.80922159568507,0.19541665060117397,39,2,0.10098789832245808,0.48140822597946886,1.2201669926167669

hImage_01R_1stHO_8.png,195.1248916810281,173.0115603073968,0.20398769403500452,52,27,0.1046022779058531,6.300030173126974,1.1278141838287663

hImage_01R_1stHO_9.png,212.64212141784085,141.4213562373095,0.2740636270540434,81,39,0.1832821919270834,17.191268812567245,1.5036068602044845

hImage_02L_1stHO_0.png,165.30950568025932,135.14806694880988,0.23753747151170893,58,19,0.1304057331221944,5.780569865331913,1.223173289950745

hImage_02L_1stHO_1.png,1135.6677056984302,62.00806399170998,0.4125960511689003,58,4,0.2773524248942949,94.85378112325454,18.314838951434776

hImage_02L_1stHO_10.png,98.0416305603426,92.22797840135064,0.17539267105353157,30,29,0.11476030138606891,5.549119394664531,1.063035667264575

hImage_02L_1stHO_11.png,1373.0917083507697,39.395431207184416,0.38236106832815525,43,1,0.4622421959731962,107.7769020133757,34.8540850112681

hImage_02L_1stHO_12.png,162.29509882656455,111.40017953306898,0.265895163034838,43,1,0.12665608662394331,0.4351799872675449,1.4568656846588608

hImage_02L_1stHO_13.png,1113.879726620196,132.59336333316233,0.18246731821367462,48,4,0.08224087537810312,63.0603112985906,8.400720055809977

hImage_02L_1stHO_14.png,120.19144762413899,89.05054744357274,0.2592655618156567,36,17,0.12391374673348976,6.383030761195339,1.3496991436273742

hImage_02L_1stHO_15.png,408.17859013728855,51.62363799656123,0.18096693935239624,32,1,0.09911262051577688,5.381073632024346,7.906815675494979

hImage_02L_1stHO_16.png,152.7881068406634,94.57801012920498,0.17189925327543373,51,1,0.1525607315023266,0.3051050932699335,1.615471784952299

hImage_02L_1stHO_17.png,97.98275605729684,90.78546139112804,0.06941585107686686,34,1,0.14381504775053547,0.07587332681409624,1.079278053510803

hImage_02L_1stHO_18.png,1900.0298400726595,51.40038910358559,0.29867154636069876,34,1,0.20538204989413156,69.2501895512711,36.96528125971165

hImage_02L_1stHO_19.png,830.3645962505219,115.84903970253703,0.26398947157311775,26,1,0.05475801813249437,17.281597298160207,7.167643326026961

hImage_02L_1stHO_2.png,532.0864164037919,128.75169901791588,0.2588881339328823,56,8,0.1003186919116268,24.10103698037219,4.132655494742261

hImage_02L_1stHO_20.png,150.76184423662025,94.41398201537736,0.17673362158427014,32,12,0.1189941549808755,3.4522805262814593,1.5968169228585807

hImage_02L_1stHO_21.png,960.2951633124932,42.44997055358225,0.3820948091897136,36,8,0.22410889558194053,499.37992291691154,22.62180988088945

hImage_02L_1stHO_22.png,94.38477631085021,89.94442728707543,0.11589271956848536,26,1,0.09997837544154876,0.12427067062371544,1.0493676946722061

hImage_02L_1stHO_23.png,204.45079348883263,183.6736235827017,0.22159422375143262,95,86,0.198575198021169,21.506903851762782,1.1131200523017706

hImage_02L_1stHO_24.png,180.0954544295053,166.388100536066,0.05624291338579865,38,1,0.0828887615381666,0.06185981824132418,1.0823818160630312

hImage_02L_1stHO_25.png,271.4323294856605,162.5423021862309,0.21469744115057182,90,2,0.15051889166449758,0.7959928454704024,1.669918081845981

hImage_02L_1stHO_26.png,280.29031434767273,186.33571852975479,0.2240912944680304,64,43,0.10577712956402918,22.273787172966948,1.5042221457015763

hImage_02L_1stHO_27.png,1727.3948887263307,63.06346010171025,0.20868467306277175,32,1,0.05478066509277964,69.08274886370998,27.39137506791329

hImage_02L_1stHO_28.png,5881.43280001524,150.7647173578752,0.179313138600399,127,1,0.19530729988296436,42.20787958296387,39.010671084629756

hImage_02L_1stHO_29.png,204.0875560979952,174.88853593074649,0.23945350121504475,83,24,0.16895414942732945,6.820487591352832,1.166957885557525

hImage_02L_1stHO_3.png,105.61017305526633,98.3107318658548,0.17056561083420033,40,12,0.16928778520036275,2.211735160306339,1.0742486710339174

hImage_02L_1stHO_30.png,172.68695395265635,103.22790320451152,0.25425499912102256,46,16,0.1342719480706225,8.18723534958006,1.6728708865715793

hImage_02L_1stHO_31.png,91.28427124746186,83.38465086573187,0.1924507881249272,34,22,0.14030736365905896,4.679786227458365,1.0947371044876133

hImage_02L_1stHO_32.png,140.6690475583121,129.1200991325518,0.1988696432731972,52,47,0.1356840799818458,10.225236324920704,1.0894434600294445

hImage_02L_1stHO_33.png,249.52186130069808,217.40745157422734,0.2035249136625324,100,36,0.1643600545720405,8.527138292533769,1.147715312855807

hImage_02L_1stHO_34.png,247.87627689904355,99.02019995940222,0.3537587169172781,39,4,0.10343657732457294,5.224193714739686,2.503290005480413

hImage_02L_1stHO_35.png,172.17716055412265,141.9929575718458,0.21618270506896903,65,42,0.16963128335753447,11.058336517455421,1.2125753523163583

hImage_02L_1stHO_36.png,261.3455870163319,177.1016657177453,0.24177820282326581,93,11,0.14995587244059783,4.143212128241343,1.4756811346588339

hImage_02L_1stHO_37.png,122.12489168102776,113.14592347937243,0.0623917748105777,50,1,0.16919417382415933,0.06822951075370802,1.079357416737089

hImage_02L_1stHO_39.png,266.8393521928046,111.89280584559492,0.19986794897073054,36,4,0.11158914600596373,5.875802786862312,2.384776663488323

hImage_02L_1stHO_4.png,207.36833602958927,114.63420083029322,0.11581460981782966,54,1,0.14846987378039284,0.21509388841475516,1.8089569650909114

hImage_02L_1stHO_40.png,81.89949493661165,79.30952023559341,0.12787942967455243,14,14,0.060736370090723996,1.8487774154758383,1.0326565422830016

hImage_02L_1stHO_5.png,445.57137923664544,110.13627921806692,0.270482822586696,53,24,0.11581880362365131,57.251228084818266,4.0456367547556775

hImage_02L_1stHO_6.png,264.6568090220951,129.3560976529518,0.12691764848377768,50,1,0.12231074145824664,0.5603083687414128,2.0459554193737373

hImage_02L_1stHO_7.png,113.38382420043092,101.24228365658294,0.22670723013910699,55,36,0.19716166480381633,9.23308935251177,1.119925589440796

hImage_02L_1stHO_8.png,251.1155838642456,131.12589370524802,0.2269929266786283,51,4,0.10962218616169273,2.3399426523742557,1.9150724297728485

hImage_02L_1stHO_9.png,134.08326112068517,109.63576058932597,0.2195688132081839,48,4,0.14217997800349527,1.0880746866312567,1.2229883789736702

hImage_02R_1stHO_0.png,120.81118318204301,110.13627921806692,0.22113875070600733,67,63,0.22385912690969634,15.583202927581123,1.096924501533596

hImage_02R_1stHO_1.png,155.88225099390868,142.9405470816451,0.2140018549017369,56,10,0.14538166047112952,2.350201329050397,1.0905390680005689

hImage_02R_1stHO_10.png,214.91715113720124,146.4547711752676,0.2380421698755571,65,8,0.14364139206714918,3.116938004477886,1.4674643196157964

hImage_02R_1stHO_11.png,119.83966832314661,109.9317970379817,0.2256178820541026,56,6,0.20442517960321774,1.4873883511706056,1.0901274385766815

hImage_02R_1stHO_13.png,24440.071065657536,143.68020044529447,0.2966323404918973,153,1,0.04027865795271046,746.0906803271308,170.1004800237801

hImage_02R_1stHO_14.png,157.68124086713195,131.64345787011217,0.22446837141120737,36,27,0.09815845198958871,7.314516986355952,1.1977901782457758

hImage_02R_1stHO_15.png,230.51314363464522,76.02631123499285,0.2421798509105941,22,5,0.06339799352970761,4.802745119339898,3.0320179933778806

hImage_02R_1stHO_16.png,2628.990983743807,155.46703830716015,0.22350500014183994,50,1,0.07049339021455436,31.103518340468757,16.910278939961817

hImage_02R_1stHO_17.png,352.2618154744292,40.80441152620633,0.3847135029948667,39,1,0.14574708984356552,6.43942300451089,8.632934584737038

hImage_02R_1stHO_18.png,2559.777881691398,161.96913286178943,0.3336569868460946,40,13,0.14264381507966506,1148.8788846462419,15.804109316777616

hImage_02R_1stHO_19.png,518.7029469217595,239.7185850116757,0.1428952330563181,64,1,0.08951924543190629,0.9257895518272657,2.1637994688500917

hImage_02R_1stHO_2.png,139.7401153701776,100.71742649611338,0.21842389979120877,53,20,0.15406298754720202,6.215652631279455,1.3874472395853967

hImage_02R_1stHO_20.png,139.04163056034258,133.09019498069722,0.10307764064044152,24,1,0.06334425220500993,0.10936359964659134,1.0447173105464946

hImage_02R_1stHO_21.png,383.7328944892394,116.27553482998907,0.29048749711023597,14,1,0.03076883068250294,4.724840923293795,3.3002032203103604

hImage_02R_1stHO_22.png,789.035970834762,152.48606493709516,0.18235415847952613,50,1,0.1636126163050974,4.192017925852553,5.17447919690407

hImage_02R_1stHO_23.png,16561.027450102676,193.3416664870767,0.4050403756521038,270,10,0.015403660920162921,348.3941207762877,85.65679478722008

hImage_02R_1stHO_24.png,2598.644996251406,90.69729874698585,0.3256974730904023,68,2,0.14213888452282325,132.31233066729365,28.65184555827543

hImage_02R_1stHO_26.png,177.965512114594,160.31219541881399,0.21213203435596417,44,32,0.10411949158409811,7.656835118438827,1.110118364043739

hImage_02R_1stHO_27.png,200.92388155425115,185.16209115258988,0.21793900646344594,48,38,0.09388809645733705,9.034050109147866,1.085124283829092

hImage_02R_1stHO_28.png,1096.9037172771273,51.42956348249516,0.26164824897985367,24,2,0.1673993572743521,61.49838560228841,21.32827197046841

hImage_02R_1stHO_29.png,434.4169192015553,166.00301202086666,0.2672180604723792,64,12,0.10186514940278374,15.280981220876342,2.6169219095069725

hImage_02R_1stHO_3.png,110.78174593052013,103.77379245262264,0.21911200860301921,52,16,0.2080022307783053,3.7987204835570108,1.0675310529977684

hImage_02R_1stHO_31.png,202.13173715066483,107.0420478129973,0.16191405833470449,43,1,0.10796673710156499,0.4035733235853374,1.8883395943974226

hImage_02R_1stHO_33.png,622.0758457798183,56.32051136131489,0.30997243516207523,12,1,0.030928955061791906,28.761594432832464,11.045280498058585

hImage_02R_1stHO_36.png,958.2796201166955,104.546640309481,0.2130500892563717,34,1,0.06195775478224832,10.272059164091658,9.166048925914572

hImage_02R_1stHO_4.png,1331.457423924118,123.00406497347964,0.21998732142176688,83,1,0.07109760792118493,3.9518479486864786,10.82449937090443

hImage_02R_1stHO_5.png,1172.3289974892086,93.47726996441435,0.15906369923071353,71,1,0.16364786873025086,9.4626705480722,12.54132686946784

hImage_02R_1stHO_6.png,134.15432893255067,124.27791436936813,0.07025622748198197,40,1,0.11719923590794351,0.07814304895060027,1.0794703919300472

hImage_02R_1stHO_7.png,275.0645528564448,90.4267659490264,0.18417232112163537,44,1,0.09497483325063943,0.7863135308302742,3.04184883722922

hImage_02R_1stHO_8.png,178.6518036156093,157.20687007888682,0.21797888177391922,56,17,0.13231120726738674,4.28212062914721,1.1364121906756453

hImage_02R_1stHO_9.png,7204.347280993916,82.46211251235322,0.2754060806402398,142,3,0.22132115317668008,73.42117814071374,87.36554353873326

hImage_03L_1stHO_0.png,124.0416305603426,117.72000679578642,0.15858098560067918,16,12,0.046674254848044106,2.03710192463884,1.0537005045839196

hImage_03L_1stHO_1.png,132.5807358037435,123.22743201089601,0.13810149224633603,55,8,0.1839781307602509,1.207560243923124,1.07590277294767

hImage_03L_1stHO_10.png,282.3856008162473,187.44865963777923,0.2489589820433425,82,41,0.14652084415381017,17.349434590027716,1.5064690319041047

hImage_03L_1stHO_11.png,228.0990038223748,119.03780911962384,0.2870978487104949,66,4,0.16466069151143356,2.5663429617802227,1.9161895326312066

hImage_03L_1stHO_12.png,261.2703840712978,156.4736399525492,0.22783482195616944,87,8,0.1663337866988402,3.4119976867578683,1.6697405655708422

hImage_03L_1stHO_14.png,171.15148516669296,63.12685640834652,0.3168097869940746,30,7,0.10071544460132474,7.867855905977479,2.711230923009555

hImage_03L_1stHO_15.png,551.3224121447705,84.92938243034621,0.23650921620252738,26,1,0.07296170457420012,4.878645722516832,6.491539163103309

hImage_03L_1stHO_16.png,634.0740163194504,90.24965373894794,0.23566551462722182,28,1,0.07758601053653377,10.791516636365305,7.025777829060089

hImage_03L_1stHO_18.png,1923.3547084040415,219.98636321372285,0.1855331189372337,96,1,0.09581144283590422,6.997287986815803,8.743063344046691

hImage_03L_1stHO_19.png,1359.2288327386007,198.92712233378333,0.20056116861863937,48,1,0.14403681468507476,13.383773420500809,6.832797945259202

hImage_03L_1stHO_2.png,278.7555736211269,130.5450113945378,0.17732131916843383,60,1,0.1168268882788734,0.4967885293326586,2.1353215311970972

hImage_03L_1stHO_20.png,512.634192278999,137.2953021774598,0.16686176495137311,45,1,0.0688385292457208,1.4488309338943741,3.7338072326495064

hImage_03L_1stHO_21.png,6237.048966227823,87.66413177577246,0.2537666973567632,68,3,0.03722413624692162,504.4188868881191,71.14710246809908

hImage_03L_1stHO_22.png,302.56248863509444,57.271284253105414,0.34588862010249016,50,3,0.1151360606864662,5.914015834342277,5.2829702106547165

hImage_03L_1stHO_23.png,911.1935559813846,110.16805344563369,0.2523697569176446,28,1,0.05884081557669451,18.254275555277488,8.270941779243156

hImage_03L_1stHO_24.png,9039.39468387508,146.01369798755184,0.22851529361885042,56,1,0.018626664195973565,238.11957934443296,61.90785391001958

hImage_03L_1stHO_25.png,7557.121093859789,139.44532978913278,0.16899200359591945,52,1,0.03802344734053516,260.79787846805783,54.194149816903575

hImage_03L_1stHO_26.png,337.69686205429633,255.87692353942353,0.07798298859147396,112,1,0.15272361731894585,0.11989109181193006,1.3197628663933292

hImage_03L_1stHO_27.png,1075.8172113658338,280.6652810733811,0.19785657008893495,76,8,0.07953928917265933,35.467523675722965,3.8330968734410615

hImage_03L_1stHO_28.png,236.86500705120568,207.76188293332345,0.22486306000422085,88,1,0.15303995622285768,0.25835282186065217,1.1400792277533518

hImage_03L_1stHO_3.png,158.72287142747447,145.57815770231468,0.1609189272417666,62,1,0.1692548339959391,0.17626268175506965,1.0902931726340344

hImage_03L_1stHO_30.png,2823.048144156409,26.92582403567252,0.25719484974086115,20,1,0.0172813600872523,1033.3024106296486,104.8453759638446

hImage_03L_1stHO_31.png,185.28840629686664,152.11837495845134,0.22661912341717716,66,12,0.1439767516903014,3.4710830172974525,1.2180540736612204

hImage_03L_1stHO_32.png,116.08326112068517,101.51847122568385,0.21720916282670719,46,1,0.15586772957543857,0.24929277569898398,1.1434693580306445

hImage_03L_1stHO_33.png,387.6857593005051,106.96261028976434,0.21186747997467428,50,1,0.12548403786239418,3.071520497411979,3.6244979273622326

hImage_03L_1stHO_35.png,142.9345216313248,95.88013350011565,0.22164888565856647,30,11,0.07723686139260169,4.071625564297533,1.490762647208375

hImage_03L_1stHO_36.png,144.5979797464466,121.74152947946727,0.2239160742432268,36,5,0.10254192352979362,1.3564610858016974,1.1877457131079847

hImage_03L_1stHO_37.png,109.3969696196699,101.13357503816425,0.22366689192731098,39,1,0.14874213083442578,0.24476555312001663,1.081707727412853

hImage_03L_1stHO_38.png,132.7912814881431,78.92401408950256,0.1758505571849934,28,1,0.11546026989965975,0.460015033661865,1.682520624680255

hImage_03L_1stHO_39.png,375.3076809668629,28.160255680657446,0.27089498039502624,16,1,0.05071699473060308,17.744442673686542,13.327566525777394

hImage_03L_1stHO_4.png,189.17913945776934,170.1763790894612,0.23122129254095797,78,62,0.1679380879528427,16.24381119381124,1.1116650881278798

hImage_03L_1stHO_40.png,383.6734092681897,97.14422267947796,0.17034059819708655,55,1,0.12153228404948632,1.4053792321254388,3.949523694621543

hImage_03L_1stHO_41.png,126.29109749154757,65.29931086925804,0.2934289993460597,31,11,0.12534929480719495,7.0149497613532645,1.9340341545779403

hImage_03L_1stHO_42.png,2916.1611328782506,48.010415536631214,0.2704720286131229,88,1,0.28132104810565284,16.57732395971859,60.74017690293191

hImage_03L_1stHO_43.png,4226.599300826726,151.16877984557524,0.3434602231642802,78,11,0.04060997759625994,660.0657453883506,27.959472221343326

hImage_03L_1stHO_44.png,7906.235087606969,67.97793759742936,0.28157478816208353,109,1,0.004621597565853759,53.40433413401206,116.30589816402357

hImage_03L_1stHO_45.png,107.09545442950487,102.61578825892242,0.05624291338579864,28,1,0.11843592167691157,0.05925558693356909,1.0436547459858638

hImage_03L_1stHO_6.png,175.27277481227685,99.29753269845128,0.2409148639619578,42,4,0.12246259977146827,2.0909941329233144,1.7651271894594671

hImage_03L_1stHO_7.png,93.6274169979695,88.45903006477066,0.17433413323813154,32,4,0.1259119433110023,0.7380797450623025,1.0584269003335725

hImage_03L_1stHO_8.png,176.72287142747464,156.11854470241516,0.2226245111569341,69,43,0.16214814220547066,10.993447487752732,1.1319787265781547

hImage_03L_1stHO_9.png,278.1565109341078,130.78226179417453,0.12618458974225547,89,1,0.17868058267950032,0.31180986275607,2.126867261034767

hImage_03R_1stHO_0.png,126.15210162767063,101.11874208078342,0.20581185513360545,38,2,0.1319945307764498,0.5280005858943142,1.2475639929033941

hImage_03R_1stHO_1.png,106.36753236814704,97.59098319004681,0.1819552114173642,38,1,0.15492478567031456,0.19917668610743364,1.0899319680078328

hImage_03R_1stHO_10.png,119.367532368147,109.0,0.22157122799164153,24,1,0.09164684415475306,0.24275451504830578,1.0951149758545595

hImage_03R_1stHO_12.png,272.0558035889753,203.49447166937975,0.06582717492838559,77,1,0.14053302079862415,0.11582938803831809,1.3369198748110862

hImage_03R_1stHO_13.png,97.49747468305826,90.07774419910837,0.2222230286593647,46,46,0.18982760965637382,11.228451562877808,1.0823702963470008

hImage_03R_1stHO_14.png,136.5692564842898,120.24142381059865,0.12432231627857206,32,4,0.08492731067300596,0.5655689944701388,1.1357920769418897

hImage_03R_1stHO_15.png,189.26702730475898,169.57889019568444,0.15653774833388176,70,1,0.14116814503120045,0.17803901394168312,1.1161001648634188

hImage_03R_1stHO_16.png,253.51413672266585,143.26548781894402,0.21102464973975377,58,20,0.10547871619622795,7.842541101302482,1.7695408753506063

hImage_03R_1stHO_17.png,129.1543289325506,116.18089343777659,0.2139351932160524,42,28,0.12689563036811954,6.69976780972456,1.1116658265476522

hImage_03R_1stHO_18.png,1180.7810934638835,47.80167361086848,0.2321866781524513,22,1,0.08432639923285723,82.56523830419266,24.701668461989037

hImage_03R_1stHO_19.png,137.65180361560894,128.14444974324874,0.18673013694720336,28,1,0.08466862013351824,0.2043061408066903,1.0741924749094418

hImage_03R_1stHO_2.png,343.21377340091425,304.0740041503055,0.22051189206717428,147,40,0.17101498344476107,10.100066094194533,1.1287179065503468

hImage_03R_1stHO_20.png,572.3231265661168,63.89053137985315,0.19121474137720054,34,1,0.07187936614949474,5.874760606671805,8.957870817562016

